photo,comment,comment_en,sequence_length
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/bd2d7f9d74c782ee365eb0f22c49b82b52ce17fe.jpg,จอดรถ2ข้างทาง ทำให้การจารจรติดขัด,Parking on 2 sides of the road Causing journey to jam,33
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/a163f02f5e521d312f44ef9361ef4906fd8349af.jpg,การต่อเติมของข้างบ้านติดชิดเกินไปรบกวนตรวจสอบ,"Adding the side of the house is too close, please check.",46
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/9eb7f463d9c41ea8e7d2f20fa71ddf49c600a5de.jpg,ป้ายบอกซอยล้ม,The sign indicates the alley.,13
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7acef738a009c82effa3dc921718d2cb58752de9.jpg,ข้างบ้านก่อสร้าง และวัสดุตกหล่นใส่หลังคา เลยนุบ,Beside the construction house And the material dropped into the roof,47
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/519e114277794afe33db84bab1a8a1d02e0247ec.jpg,รถจอดริมถนนบริเวณห้ามจอด,The car is parked on the roadside.,24
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c428ce2a31d133d30f2714550a97f24935decfb1.jpg,ขณะนี้มีฝนตกหนักแถวหมู่บ้านรุ่งเจริญ ตลาดมหาสิน สุขุมวิท 101/1 ประมาณ 15 นาทีน้ำเริ่มท่วมในหมู่บ้านถึงข้อเท้าแล้ว อยากให้ช่วยเร่งระบายน้ำก่อนจะท่วมสูงขึ้นเรื่อยๆด้วยครับ,"Currently, there is heavy rain in Rung Charoen village, Maha Sin Market, Sukhumvit 101/1 for about 15 minutes. The water has started to flood in the village to the ankle. Would like to help accelerate the drainage before flooding further",169
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/796c2f15bc346e22dee1ea7f6841dac31a9eac9b.jpg,น้ำท่วมขังในซอยส่งกลิ่นเหม็นซอยลาดกระบัง 52 แยก 14,"Flooded in the alley, smelly, Soi Lat Krabang 52, intersection 14",51
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/21f1fb19cf2aba24f1a0daa4b63e8d159e77dc11.jpg,"ถนนลาดพร้าววังหิน 30 แยก 3 , ถนนยางมะตอยแตก  ฝาท่อโลหะเหล็กโผล่ กลางถนน ราว 6 นิ้ว , อันตราย ต่อผู้ขับขี่ อยากมาก","Lat Phrao Road, Wang Hin 30, Intersection 3, Yang Matoi Road The metal pipe lid appeared in the middle of the road about 6 inches, dangerous to the driver.",113
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/bd6459b62ff2e4cd0a7908ce7989c9ad8d6a4674.jpg,ร้านเก๋าใหญ่เอาเตาปิ้งย่างมาตั้งหน้าร้าน กีดขวางทางเท้าเเละก่อให้เกิดอันตรายในกรณีที่ประกายไฟกระเด็นใส่ผู้สัญจรเดินทางผ่านไปมาหรือกรณีไฟฟ้ารั่ว เคยร้องเรียนไปสี่ห้ารอบเเล้วนะคะ พอเจ้าหน้าที่ไม่ลงพื้นที่ก็เอาเตาออกมาตั้งใหม่ รบกวนบังคับใช้กฎหมายจับปรับอย่างจริงจังเพื่อไม่ให้กระทำความผิดซ้ำด้วยค่ะ,"The big seasoned shop took the grill in front of the shop. Break the sidewalk and cause danger in the event that the sparks bounce off at the traveler, travel past or in the case of electric leakage. I've complained to four and five times. When the officer did not enter the area, take the stove out again. Please enforce the law to catch a fine in order not to repeat the offense.",296
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/9a3e53620c3c52c2ee5ca79f7e1389ae334c81b0.jpg,สวัสดีครับ ก่อนหน้านี้ได้แจ้งเรื่องของการมีลูกระนาด ซึ่งทางสำนักงานเขตได้ตรวจสอบแล้วว่าไม่ได้มาตรฐาน และทางเขตไม่ได้เป็นผู้ก่อสร้าง เป็นการก่อสร้างของลาวบ้านละแวกนั้นเอง ซึ่งถือได้ว่าเป็นการก่อสร้างอันมิชอบด้วย โดยทางเขตจะทำการรื้อถอนและทำให้ถูกต้อง แต่ถึงขณะนี้ก็ยังไม่มีการรื้อถอนออกแต่อย่างใด เลยอยากสอบถามและติดตามว่าจะสามารถรื้อถอนและก่อสร้างใหม่เมื่อใด,"Hello. Previously, I reported the story of having a xylophone. Which the district office has verified that it is not standardized And the district is not a construction Is the construction of Laos, the neighborhood Which can be considered an illegal construction Which the district will demolish and correct But at this time there is no demolition in any way. Therefore would like to inquire and follow up when to demolish and build again",358
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b4879428ec554a345ebdd2bac47eac3306ec79c9.jpg,ปัญหาเรื่องแมวจรจัดครับ,The problem of stray cats,23
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/f3439a8843fc2df096397615f5ce31ad44d75b9a.jpg,ทางกลับรถมักจะรถจากเลนกลางมาปาดเพื่อกลับรถ1. เสี่ยงต่อการเกิดอุบัติเหตุและเป็นอันตรายต่อประชาชนที่ใช้ถนน2. ทำให้รถที่ต่อแถวรถติดสะสมอยากให้ช่วยแก้ปัญหารถที่ชอบขับมาปาดเพื่อกลับรถด้วยค่ะ,"The U -turn tends to have a car from the middle lane to cut to make a U -turn. 1. Risk of accidents and harm to the people who use the road 2. Causing the traffic jams to be accumulated, wanting to help solve the problem of car that likes to drive to cut to make a U -turn",188
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/40884771325cc9ee897e21511a79656ae324f9b0.jpg,มีสายไฟห้อยลงมา,With a wire hanging down,15
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/8f1d99b1d6a05e7f120af6c88e4dd0e7ee4ee0f5.jpg,ดินก็ร่วงลงท่อเหมือนเดิม....ที่แจ้งไปมีแค่เอาสังกะสีมาปิดเพิ่มครับ...ฝุ่นเสียงก็ยังเหมือนเดิมเพราะกั้นไม่สูง...ผู้รับเหมาควรเห็นใจบ้านข้างเคียงมากกว่านี้ครับ....เจ้าหน้าที่ควรมีมาตรการแรงขึ้นกว่านี้....แจ้งมา 2 เดือนแล้วครับ,The soil fell into the pipe as before .... that was only filled with zinc closed ... Dust is still the same because the barrier is not high ... the contractor should be more sympathetic to the neighboring house .. ..The staff should have more stronger measures .... have been reported for 2 months.,224
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/ac521ca8793d52ea7226b739ffce953a4a07002c.jpg,ร้องไปตั้งนานแล้วถนนก็ยังไม่มีการซ่อมแซมสภาพถนนที่ได้รับการบริจาคสาธารณะ,Cried for a long time. The road has not yet been repaired. The road conditions that have been donated,72
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/59ce92f06bad89803e35caeca84f8d4757ab6e48.jpg,ถนนเป็นหลุม,The road is a hole.,11
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b8e0eb7abd8f654452cc0638eca2b2597894d37b.jpg,สายไฟออกมานอกเสาไฟส่องสว่าง,The wires came out of the light pole.,27
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/8cc961b3df542bf32502c8533c061a4542de0733.jpg,ศาลาพักผู้โดยสารหน้าชุมชนวัดลาดกระบังผุพังขาดการซ่อมแซมและดูแลจากทางเขตขอความกรุณาซ่อมแซมหน่อยครับ,"Passenger pavilion in front of the Lat Krabang Temple community, lack of repair and care from the request area, please repair.",98
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b1bf03c15a6773d4f2e31f4ae407514d64621b63.jpg,ทางม้าลายจางและรถส่วนมากไม่ยุดให้คนข้าม,The crosswalk and most of the cars do not allow people to cross.,39
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/85ef926d430383730c6476bf93032c4b07464600.jpg,เหล็กหน้าตะแกรงชำรุด,Damaged metal steel,20
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/94b32cf95e0daa67156233ac922d2e9c24f0b3ea.jpg,ซ่อมถนน,Street repair,7
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/65b4affffa1799777007a22787cf9f11a712b2eb.jpg,ฝาท่อชำรุด,Damaged pipe cover,10
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/219d906529e270c67273b4750b16949c618c31ca.jpg,1.เสาไฟฟ้าใกล้ป้ายรถเมล์หน้าเมเจอร์ปิ่นเกล้าBNK TNS 081 มีไม้ใกล้หลุดใส่หัวคนเดินทางเท้า 2.หลังคาป้ายรถเมล์เจอลมฝนใกล้หลุดเวลาเจอลมแรง,"1. Electric pole near the bus stop in front of Major Pinklao, BNK TNS 081, with a wooden stick to the head of the foot 2. The roof of the bus stop, found the wind, the rain is near when encountering strong wind.",134
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/992ce2b0a6a1a6659a3c69cb7288b170c5690f1e.jpg,ตอนเช้าถังขยะตั้งกลางถนนทุกวันเลย,"In the morning, the trash is set in the middle of the road every day.",33
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/fb408dcf047fba69671c97413f7cd3f6634d4a3a.jpg,ขอร้องทุกข์ค่ะ โกดังกระจายสินค้า flash ลาดปลาเค้า 24 แยก 8,Please suffering Flash Lat Pla Khao 24 intersection 8,58
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b9c3994784a8898936c1116b09c7563939eadccb.jpg,ช่วงเย็นประมาณ 15-19น.ทุกวันจะมีรถจอดหน้าตลาดบัวพัฒนา และตลอดทางริมถนนลาดปลาเค้าตั้งแต่ปากซอยลาดปลาเค้า65 ถึง69 เป็นสาเหตุให้รถบนถนนลาดปลาเค้าติดยาวถึงแยกเกษตรนวมินทร์ทุกวัน,"In the evening 15-19 hrs. Every day there will be a car parked in front of Bua Phatthana Market. And along the roadside, Lat Pla, from the mouth of Soi Lat Pla Khao 65 to 69, causing the car on Lat Pla Khao Road to be stuck to Kaset Nawamin junction every day",173
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c77ffb7bff8149ebac8a5a0e48e82bc9ec9e6eb4.jpg,ทางเท้าพัง,Pile,10
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/db06c34c668390f778468766fb5bb2b767711c6d.jpg,ป้ายหยุดรถประจำทางปเายถนนนวลจันทร์(ฝั่งประดิษฐมนูธรรม)หักอยู่ที่พื้น ตรงศาลาพักผู้โดยสารหมายเลข BK-PMT-02ขอให้ประสานหน่วยงานแก้ไขครับ,"The bus stop, Pai Nuanchan Road (Pradit Manatham side) is broken on the ground. At the passenger pavilion number BK-PMT-02. Please coordinate the department.",134
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/ced53751103e725d6ec05b395201cab4d470cfd9.jpg,ป้ายหยุดรถประจำทางปเายถนนนวลจันทร์(ฝั่งประดิษฐมนูธรรม)หักอยู่ที่พื้น ตรงศาลาพักผู้โดยสารหมายเลข BK-PMT-02ขอให้ประสานหน่วยงานแก้ไขครับ,"The bus stop, Pai Nuanchan Road (Pradit Manatham side) is broken on the ground. At the passenger pavilion number BK-PMT-02. Please coordinate the department.",134
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/3ce00b6f88dc5bcf36ed7955f0863c20844e68a3.jpg,ขยะไม่มาเก็บมาหลายวัน ส่งกลิ่นเหม็นค่ะ,The garbage has not been collected for many days. Smell,38
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/db8f96e9915da9e42066b6d78d57a4c87a246886.jpg,แจ้งปัญหาถนนสกปรก(แบบมากๆๆๆๆๆ)จากน้ำขยะค่ะ ส่งกลิ่นเหม็นมากกกกก ลมพัดทีเหม็นไปเป็น10เมตรค่ะ เดินผ่านทุกวันเช้าเย็นลมขยะเน่าตีหน้าทุกวันรู้สึกสกปรกมากค่ะ และพื้นบริเวณนั้นเหนียวเพราะน้ำขยะที่อาบชโลมพื้นค่ะ เป็นแบบนี้มาเป็นปีๆแล้วไม่มีวี่แววจะดีขึ้นเลย ทนไม่ไหวแล้วค่ะและช่วยคุมให้ร้านอาหารรักษาความสะอาดกว่านี้ได้มั้ยคะเป็นถึงร้านอาหารแต่ขลุกอยู่กับน้ำขยะเจิ่งนองแบบนี้ผิดหลัก gmp haccp สุดๆค่ะ และแจ้งหน่วยเก็บขยะให้เก็บให้สะอาดกว่านี้ได้มั้ยคะ ทำน้ำขยะหกเลอะเทอะมาก เดือดร้อนประชาชนที่ต้องผ่านไปผ่านมาอีกถังขยะหน้าร้านแนวตั้งหมูกะทะก็ชอบมีน้ำขยะไหลออกมาเลอะเทอะเหมือนกันค่ะแต่ไม่สกปรกเท่าของร้านล้อเกวียน รบกวนช่วยดูแลหน่อยนะคะ,"Report the problem of dirty roads (very much) from garbage water Smells very foul The wind blows into 10 meters. Walking through every day, morning, wind, crumbling, hit the face every day. Feeling very dirty. And the floor that is sticky because of the water that nourishes the ground This has been like this for years and there is no sign of getting better. Can't bear it and can you control the restaurant to keep more clean? It is a restaurant, but I am in with water. Can be cleaner than this? Making junk water very messy In trouble, the people who have to pass by another trash in front of the vertical shop, pork pork, also like to have water flowing out as well, but not as dirty as the wagon wheel shop. Please take care of it.",632
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/704adc806a8480a7a9b62c92e4013b45bb96ec7d.jpg,เทศกิจมาตรวจ แต่ไม่จับร้านค้ารุกทางเท้า อาจรับผลประโยชน์หรือไม่,The municipality came to inspect but did not arrest the shops to penetrate the sidewalk. May receive benefits or not,63
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/0538677eabe2a1049a16e3d01e6837149f3df0c0.jpg,- บ้านที่ซอยอ่อนนุช 70/1 ได้กลิ่นขยะเหม็นรุนแรงมากค่ะ ปกติไม่เคยได้กลิ่นจากโรงขยะอ่อนนุชเลย แต่วันนี้กลิ่นแรงมากๆ อยากให้กทม.ช่วยตรวจสอบด้วยค่ะ,- The house on Soi Onnut 70/1 has a very strong smell. Normally never smells from Onnut waste. But today the smell is very strong Would like Bangkok to help check,143
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/bf2b9773eb3890e796ca968e611035486bf064cf.jpg,ก่อสร้างอาคารรุกล้ำพื้นที่ส่วนรวม,The construction of a public encroachment building,33
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d18c584126b44afc4abbff31c2d101a48fa26291.jpg,กระเบื้องบนทางเท้าชำรุด,Damaged sidewalk tiles,23
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c61f7169864fc4f0623770e82242e79c5120ca14.jpg,แจ้งป้ายเข้าซอยชำรุด,Notify signs into Soi Chamrut,20
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/abcef40ac065be9df2d9db5d69f27aa957050d13.jpg,ขายอาหารบนทางเท้า,Selling food on the sidewalk,17
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/195c509e6e2b6df88eec80595046f1f68a7c001c.jpg,1.ทางม้าลายข้ามถนนวันที่21ก.ย.65 ข้ามถนนแล้วไฟจราจรกระพริบ ซึ่งตรงเสาไฟมีบอกว่าไฟจะกระพริบในช่วงเวลาต่างๆ แต่อยากจะให้เปิดไฟจราจรตลอดทั้งคืนค่ะ ตรงนั้นเป็นที่คนข้ามบ่อยและรถก็ไม่ค่อยจะหยุดให้ ขนาดรถเห็นว่าจะข้ามแต่ยังไม่หยุดให้เลยค่ะ ถ้าไม่หยุดก็น่าจะโดนชนไปแล้ว จึงอยากจะขอร้องให้เปิดสัญญาณจราจรทั้งวันนะคะตำแหน่ง ทางม้าลายตรงหน้าบิ๊กซีอิสรภาพ,"1. Zebraway crossing the road on 21 Sep 65 Across the road and flashing traffic lights Which at the light pole has said that the lights will flash at various times But would like to turn on the traffic light all night There is a frequent cross and the car doesn't stop. The size of the car saw that it would cross but still didn't stop. If not stopping, it should have been hit. Therefore would like to ask to open the traffic signs all day The crosswalk in front of Big C IS",347
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6b2e26461f60bee8335d726983f5e0e5358a4061.jpg,จอดรถกันขวางทางม้าลาย อันตราย,Parking in a dangerous crosswalk,29
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/3f4f9e71e7c9dbe5cd902ba50c0da15abf17dd12.jpg,ต้นไม้เอียงบังทางเท้า อันตรายมาก,The trees are very dangerous.,32
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/95382784b893928348842a1a1f1d9dec8b9ebc7e.jpg,ขายของบนทางเท้า สร้างความเดือนร้อน ให้คนเดอนถนน,Sell ​​on the sidewalk Create heat for the road.,47
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/e6b7ed937fa13c331b51e0d5e959e95390848804.jpg,ฟุตบาทเป็นหลุมขนาดใหญ่ มีน้ำขัง,The footpath is a large hole with water.,31
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/657ecfc80ef55c941ffcc20db71cd8979e6c1bea.jpg,น้ำท่วมขังเคยแจ้งไปที่เขตบอกวันที่ส่วนบุคคลต้องให้เจ้าของยินยอมแล้วอยากสอบถามว่าแล้วประชาชนที่อยู่ในนั้นต้องทำยังไงหรือต้องวิ่งหาเจ้าของเองทางเขตเคยคิดจะเข้ามาดูแลสอบถามหรือแก้ไขปัญหาเบื้องต้นให้หรือเปล่า หรือต้องให้ซื้อเรือก่อน ความสูงระดับหน้าแข้ง น้ำท่วมน้อยกว่า 1 วันแล้ว,Floods have previously informed the district that the owner must allow the owner to ask and would like to inquire about what the people in there must do or have to run to find the owner themselves. Give or not Or have to buy a boat first Shin height The flood is less than 1 day.,275
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/e8f5d467fa822f53d155c036feab1255a8ca2c99.jpg,ถนนเป็นร่องในซอยสังคมสงเคราะห์ 10 เขตลาดพร้าว,"The road is a groove in Soi Sangkhom 10, Lat Phrao District.",46
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/034c359297d237a116c8777677321342b8ee3862.jpg,ต้นเสาร์บอกทางซอยเทียนทะเล7แยก6-5 เกิดการเอียงจะล้ม แลไม่ล้มแล รบกวนเจ้าหน้าที่เข้ามาปรับปรุง ให้หน่อยนะค่ะ ขอบพระคุณ,"The tree said on Soi Thian Talay 7, intersection 6-5. The tilt will fall and do not fall and disturb the officers to improve. Thank you.",117
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/0dd8f9bfc29075af52cf82abd82086e3970ae945.jpg,ตั้งร้านขายของ บนทางเท้าแถบไม่มีทางเดิน,"Set up shops On the sidewalk, there is no path.",39
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/ebd6fe7d205642e8f77bef6e6545635271a46136.jpg,ตั้งร้านบนทางเท้า เอาโต๋ะอาหารมาตั้งบนฟุตบาทไม่ให้คนเดิน,Set up a shop on the sidewalk Bring the food to set the footpath from walking.,56
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/6f704eaf71b74814cdb2b11df3ebdfcd0f81677a.jpg,เนื่องจากรถได้จอดขวางทางทำให้รถที่จะเลี้ยวออกจากซอยมองไม่เห็นรถที่สวนเข้ามาทำให้เกิดอุบัติเหตุบ่อยครั้ง รถไม่ควรมาจอดในที่ห้ามจอดเพราะเป็นมุมอับมองไม่เห็นทาง ทำให้เด็กที่เดินออกจาก โรงเรียนได้รับอันตรายจากรถ,"Because the car was parked in the way, causing the car to turn out of the alley, unable to see the car in the garden, causing frequent accidents The car should not be parked in a prohibited place because it is an unbearable angle. Causing the children who walked out of The school is harmed by the car.",207
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/896a71c2518d57121643c93b17e323b6455abc0d.jpg,ร้านค้า ตั้งโต๊ะอาหารบนฟุทบาท ไม่ให้คนเดิน,The dining table shop on the role of people from walking,42
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/65d3ee019416fbc50ba5db0bece7dc3be684df54.jpg,มันเป็นทางเล็กๆ สำหรับคนเดินแบะรถมอเตอร์ไซค์ มันเป็นถนนที่สามารถออกไปถนนใหญ่ได้ครับ มันมีอยู่จุดนึงที่มันยุบตัว หรืออะไรบางอย่างที่ทำให้มันยุบลง แล้วที่นี่ มันเกิดเป็นพื้นต่างระดับมากๆ ซึ่งมันอาจทำให้รถจักรยานที่ขับมาด้วยความเร็วเสียหลักได้ครับ ถ้าตอนกลางคืนนี้ยิ่งน่ากลัว,"It's a small way For pedestrians and motorcycles It is a road that can go out to the main road. There is one point that it collapses. Or something that caused it to collapse, it was a very different floor. Which may cause the bicycle to drive at the speed If this night is even more scary",272
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/3069a88aec85fd2188a9d4830b19e357e347ea30.jpg,มีการก่อสร้างในคลองสาธารณะ ข้างหมู่บ้านเทพนครซึ่งมีการออกเลขที่บ้านด้วย แถมบอกได้รับจากอนุญาตจากเจ้าหน้าที่แล้ว,"Construction in public canals Beside the Thep Nakorn village, which also issued the house number As well as being told from the authorities",111
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7deeaf9ed5f22ddf5d7e8feff6edee3c6236e6c7.jpg,ร้าน le cafe des stagiaires วางโต๊ะขายอาหารบนทางเท้าเพิ่งแจ้งเรื่องไปมีการตอบกลับมาเทศกิจแก้ไขแล้วไม่ถึงหนึ่งวีนก็ตั้งกีดขวางทางเดินเหมือนเดิม,Le Cafe Des Stagiares placed a table to sell food on the sidewalk. Just reported the matter. There was a reply to the municipalities and then less than one wax was set to obstruct the path as before.,146
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/41c51ba3b452d027101f90d56d12302de531a617.jpg,เพื่อนบ้านที่เป็นผู้เช่าอาศัยอยู่ในชุมศรีอพาทเม้นท์บุกรุกพื้นที่ ที่ไม่ใช่ของตนเอง ต่อเติมพื้นที่ และ ก่อสร้างโดยไม่ได้รับอนุญาต เพื่อทำเป็นอู่ซ่อมของและต่อเติมสิ่งต่างๆ ทำให้เสียงดังและก่อความรำคาญกับเพื่อนบ้านเป็นอย่างมาก ฝากเจ้าหน้าที่ ที่เกี่ยวข้อง ฝ่ายโยธา และ สิ่งแวดล้อม ช่วยเข้ามาดู และสั่งให้เค้ารื้อถอนสิ่งปลูกสร้างที่ไม่ได้รับอนุญาต และช่วยบอกให้ยกเลิกการกระทำดังเกล่า ที่ก่อความรำคาญกับเพื่อนบ้านบริเวณนี้ด้วยเป็นอย่างมากด้วย ขอบพระคุณเป็นอย่างสูง,The neighbors who are the tenants live in Chum Sri Por. That is not your own Adding space and construction without permission To make a garage and add things Causing a lot of noise and annoyance with neighbors Leave staff Related to civil and the environment help to see and ordered him to demolish unauthorized buildings. And helped to cancel the action Which also caused a lot of annoyance to neighbors in this area as well Thank you very much,459
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/75ef2fe9ac1a2e913ac5421efb44157d23206342.jpg,รับเงินเดือนภาษีจากใคร​  ซ.รพ.ราชพิพัฒน์​รถติดไม่บริการ​  มีผลประโยชน์​อะไร​ไหม​ สน.หลัก​สอง​,"Who is the tax salary? Soi Rajaphiphat Hospital, traffic jam, not service Is there any benefit?",93
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/d2b6ebb98a43d94500cea13ff1f7a24979caabf2.jpg,ต้องการความช่วยเหลือในการตัดต้นไม้ค่ะ พิกัด 285 สุขุมวิท 49/14 แขวงคลองตันเหนือ เขตวัฒนา ค่ะ,"Need help to cut the tree. Coordinate 285 Sukhumvit 49/14, Khlong Tan Nuea Subdistrict, Watthana District",92
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7688a2174418a9d904c65f5360454ab52fa20873.jpg,รถจอดยาวสองเลนปิดทางเข้าออกโรงเรียน​ ท้ายแถวยาววนถึงสวนลุม​ จราจรแจ้งว่าให้จอดได้​ แต่ปล่อยให้จอดปิดทางเข้าโรงเรียน,"Two -lane parked car, close the entrance to school The end of the row is long to the garden. Traffic informs that you can park. But let it park to close the school entrance",115
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/69827dd64b6e0d743f0928db54e357ae03d1206e.jpg,ในหมู่บ้านมีคนป่วยไข้เลือดออก,"In the village, there are people who are sick of dengue.",29
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/89ed9eccc8d6ab0a8cd7595a270bec07a8b79097.jpg,แจ้งถนนมีหลุมค่ะ ทำให้เกิดอุบัติเหตุได้ค่ะ,Notify the road with holes. Can cause an accident,42
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/cc8e1a497b0349f89583721b4a5cf1db9cde336b.jpg,การจราจรติดขัดมากครับไม่ไหวเลย อยากให้ท่านลงพื้นที่มาประสานกับทางตำรวจ อาจจะช่วยเปิดไฟเขียวให้พร้อมกันจะได้คล่องตัวไม่ใช่ตัวหน้าเปิดตัวหลังปิดมันทำให้รถไม่คล่องตัวครับ ละส่วนใหญ่จะมีปัญหาจราจรติดขัดที่ช่วงเช้า และช่วงเย็น ฝากด้วยครับ,"The traffic jam is very impatient. Would like you to go to the area to coordinate with the police May help to turn on the green light at the same time to be flexible, not the launch face after closing it, making the car not flexible. And most of them have traffic congestion in the morning and evening as well.",233
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/dd7bda94ddfed8c6b2968133ccd2321a84e480d4.jpg,ฟุตปาธบริเวณนั้นและฝาท่อพังอาจทำให้มีผู้บาดเจ็บได้,The footpath of that area and the pipe cover may cause injuries.,50
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/ed3d3016cee7a2c726deef8070aa3f74d1bd537d.jpg,มีการนำขยะมาทิ้งไว้ข้างทาง เป็นจำนวนมากและส่งกลิ่นเหม็น มาก ค่ะ,The garbage was left on the side of the road. A lot and smells very foul.,63
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/b52d86ba5567ce3688f08be46055eef407e3e04e.jpg,มีคนเอาข้าวสารมาโรยให้นกกิน เกิดความสกปรกและบ่อเกิดของเชื้อโรค,Someone took the rice and sprinkled it. The dirt and the birth pond of the germs.,62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/4326670b62cf3035689f5447d20f4ac5901ce322.jpg,สายไฟระโยงระยางม้วนเป็นขด,The wires are rolled into coil.,25
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/a028d57e3cd74f420175dce0768da07a2b20787a.jpg,ถนนพัง,Break road,6
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/44617d7e1dfe14593e1289980f25be79dc540b4b.jpg,รถติดจากสี่แยกถนนนวมินทร์ยาวมาถึงซอยโพธิ์แก้ว ช่วยเปิดไฟเขียวเลี้ยวขวาเข้าถนนนวมินทร์ให้นานหน่อย,"Traffic jam from Nawamin Road intersection to Soi Pho Kaew Please turn on the green light, turn right onto Nawamin Road for a long time.",96
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/74f80283b8dc86f5adcf1de572aae413c78e33bd.jpg,"ขอให้ส่งต่อไปยังจังหวัดสุรินทร์ กรณีนางสาวรินทร์ดา เมยกลางติดหนี้๑๕,๐๐๐บาท","Request to forward to Surin Province In the case of Miss Rinda Media in the debt is 15,000 baht.",74
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/249f57686b2eebbff6b99d33f9023defa7db47be.jpg,มีการทุบตึก ข้างบริษัทจัสปาล พระโขนง ทำให้ฝุ่นฟุ้งกระจายไปทั่ว,The building beside the Juspal Phra Khanong Company caused the dust to spread all over.,62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/0fc33322af45fc8b7fcebedbdcf5c74f011dc004.jpg,ขอถังขยะเพิ่ม,Request more trash,13
